knowledge-term.apache-license.stable.value@de|2.0 (seit 2004)|Content text for de locale
knowledge-term.apache-license.stable.value@en|2.0 (since 2004)|Content text for en locale
knowledge-term.apache-license.creator.label@de|Herausgeber|Content text for de locale
knowledge-term.apache-license.creator.label@en|Publisher|Content text for en locale
knowledge-term.apache-license.creator.value@de|Apache Software Foundation|Content text for de locale
knowledge-term.apache-license.creator.value@en|Apache Software Foundation|Content text for en locale
knowledge-term.apache-license.project.label@de|Volltext|Content text for de locale
knowledge-term.apache-license.project.label@en|Full Text|Content text for en locale
knowledge-term.apache-license.project.value@de|"<a href=""https://www.apache.org/licenses/LICENSE-2.0"" target=""_blank"">Apache License 2.0</a>"|Content text for de locale
knowledge-term.apache-license.project.value@en|"<a href=""https://www.apache.org/licenses/LICENSE-2.0"" target=""_blank"">Apache License 2.0</a>"|Content text for en locale
knowledge-term.apache-license.description@de|Die Apache-Lizenz 2.0 ist der pragmatische Kompromiss der Open-Source-Welt. Sie erlaubt praktisch alles: kommerzielle Nutzung, Modifikation, private Nutzung, Patentgewährung - solange der Copyright-Hinweis erhalten bleibt. Im Gegensatz zur GPL ist sie nicht viral: Du kannst Apache-lizenzierten Code in proprietäre Software einbauen ohne deine eigene Software öffnen zu müssen. Das macht sie zur Lieblingslizenz großer Unternehmen. Google (Android, Kubernetes), Microsoft (TypeScript, VS Code), Facebook (React Native) - alle nutzen Apache 2.0. Der Patentschutz ist clever: Wer dich verklagt, verliert automatisch die Lizenz. Diese Webseite nutzt Apache-lizenzierte Komponenten wie Actix-Web und kann sie problemlos mit proprietärem Code kombinieren.|Content text for de locale
knowledge-term.apache-license.description@en|Apache License 2.0 is the pragmatic compromise of the open-source world. It allows practically everything: commercial use, modification, private use, patent grant - as long as the copyright notice is preserved. Unlike GPL, it's not viral: you can embed Apache-licensed code in proprietary software without having to open your own software. This makes it the favorite license of large companies. Google (Android, Kubernetes), Microsoft (TypeScript, VS Code), Facebook (React Native) - all use Apache 2.0. The patent protection is clever: whoever sues you automatically loses the license. This website uses Apache-licensed components like Actix-Web and can easily combine them with proprietary code.|Content text for en locale
knowledge-term.apache-license.enterprise@de|Standard bei Google (Android, TensorFlow, Kubernetes), Microsoft (TypeScript, .NET Core), Facebook (React Native), Netflix (Hystrix), Uber (Jaeger) und praktisch jedem Enterprise-Open-Source-Projekt das kommerziell nutzbar sein soll.|Content text for de locale
knowledge-term.apache-license.enterprise@en|Standard at Google (Android, TensorFlow, Kubernetes), Microsoft (TypeScript, .NET Core), Facebook (React Native), Netflix (Hystrix), Uber (Jaeger), and practically every enterprise open-source project that should be commercially usable.|Content text for en locale
knowledge-term.apache-license.compare.title@de|Bewertung|Content text for de locale
knowledge-term.apache-license.compare.title@en|Assessment|Content text for en locale
knowledge-term.apache-license.compare.subtitle@de|Ehrliche Einschätzung der Lizenz|Content text for de locale
knowledge-term.apache-license.compare.subtitle@en|Honest assessment of the license|Content text for en locale
knowledge-term.apache-license.cons.title@de|Nachteile|Content text for de locale
knowledge-term.apache-license.cons.title@en|Disadvantages|Content text for en locale
knowledge-term.apache-license.cons.1@de|Keine Copyleft-Garantie|Content text for de locale
knowledge-term.apache-license.cons.1@en|No copyleft guarantee|Content text for en locale
knowledge-term.apache-license.cons.2@de|Komplexer als MIT-Lizenz|Content text for de locale
knowledge-term.apache-license.cons.2@en|More complex than MIT License|Content text for en locale
knowledge-term.apache-license.cons.3@de|NOTICE-Datei muss gepflegt werden|Content text for de locale
knowledge-term.apache-license.cons.3@en|NOTICE file must be maintained|Content text for en locale
knowledge-term.apache-license.cons.4@de|Inkompatibel mit GPL v2|Content text for de locale
knowledge-term.apache-license.cons.4@en|Incompatible with GPL v2|Content text for en locale
knowledge-term.apache-license.cons.5@de|Kein virales Copyleft für Puristen|Content text for de locale
knowledge-term.apache-license.cons.5@en|No viral copyleft for purists|Content text for en locale
knowledge-term.apache-license.pros.title@de|Vorteile|Content text for de locale
knowledge-term.apache-license.pros.title@en|Advantages|Content text for en locale
knowledge-term.apache-license.pros.1@de|Kann in proprietäre Software eingebaut werden|Content text for de locale
knowledge-term.apache-license.pros.1@en|Can be embedded in proprietary software|Content text for en locale
knowledge-term.apache-license.pros.2@de|Expliziter Patentschutz|Content text for de locale
knowledge-term.apache-license.pros.2@en|Explicit patent protection|Content text for en locale
knowledge-term.apache-license.pros.3@de|Kommerzielle Nutzung erlaubt|Content text for de locale
knowledge-term.apache-license.pros.3@en|Commercial use allowed|Content text for en locale
knowledge-term.apache-license.pros.4@de|Große Unternehmen vertrauen ihr|Content text for de locale
knowledge-term.apache-license.pros.4@en|Large companies trust it|Content text for en locale
knowledge-term.apache-license.pros.5@de|Nicht viral wie GPL|Content text for de locale
knowledge-term.apache-license.pros.5@en|Not viral like GPL|Content text for en locale
knowledge-term.apache-license.syntax.label@de|Pflichten|Content text for de locale
knowledge-term.apache-license.syntax.label@en|Obligations|Content text for en locale
knowledge-term.apache-license.syntax.value@de|Copyright + NOTICE erhalten|Content text for de locale
knowledge-term.apache-license.syntax.value@en|Preserve copyright + NOTICE|Content text for en locale
knowledge-term.apache-license.security.label@de|Rechtssicherheit|Content text for de locale
knowledge-term.apache-license.security.label@en|Legal Security|Content text for en locale
knowledge-term.apache-license.security.value@de|Sehr hoch, gerichtserprobt|Content text for de locale
knowledge-term.apache-license.security.value@en|Very high, court-tested|Content text for en locale
knowledge-term.apache-license.performance.label@de|Adoption|Content text for de locale
knowledge-term.apache-license.performance.label@en|Adoption|Content text for en locale
knowledge-term.apache-license.performance.value@de|Top 3 Open-Source-Lizenz|Content text for de locale
knowledge-term.apache-license.performance.value@en|Top 3 open source license|Content text for en locale
knowledge-term.apache-license@de|Apache-Lizenz 2.0|Index display name
knowledge-term.apache-license@en|Apache License 2.0|Index display name
key|value|comment
knowledge-term.apache.title@de|Apache HTTP Server|Content text for de locale
knowledge-term.apache.title@en|Apache HTTP Server|Content text for en locale
knowledge-term.apache.category.label@de|Kategorie|Content text for de locale
knowledge-term.apache.category.label@en|Category|Content text for en locale
knowledge-term.apache.category.value@de|Webserver|Content text for de locale
knowledge-term.apache.category.value@en|Web Server|Content text for en locale
knowledge-term.apache.stable.label@de|Stabil seit|Content text for de locale
knowledge-term.apache.stable.label@en|Stable since|Content text for en locale
knowledge-term.apache.stable.value@de|1995|Content text for de locale
knowledge-term.apache.stable.value@en|1995|Content text for en locale
knowledge-term.apache.creator.label@de|Erschaffer|Content text for de locale
knowledge-term.apache.creator.label@en|Creator|Content text for en locale
knowledge-term.apache.creator.value@de|Robert McCool|Content text for de locale
knowledge-term.apache.creator.value@en|Robert McCool|Content text for en locale
knowledge-term.apache.project.label@de|Projekt|Content text for de locale
knowledge-term.apache.project.label@en|Project|Content text for en locale
knowledge-term.apache.project.value@de|"<a href=""https://httpd.apache.org"" target=""_blank"">Apache Software Foundation</a>"|Content text for de locale
knowledge-term.apache.project.value@en|"<a href=""https://httpd.apache.org"" target=""_blank"">Apache Software Foundation</a>"|Content text for en locale
knowledge-term.apache.description@de|"Apache HTTP Server ist der Dinosaurier unter den Webservern - und das ist positiv gemeint. Seit 1995 läuft er zuverlässig auf Millionen von Servern weltweit. Geboren aus dem NCSA HTTPd (""a patchy server""), wurde Apache zum Fundament des modernen Webs. Mit seinem modularen Aufbau und der legendären .htaccess-Konfiguration prägte er Generationen von Webentwicklern. Während modernere Server wie Nginx bei statischen Inhalten schneller sind, bleibt Apache bei dynamischen PHP-Anwendungen oft erste Wahl. mod_rewrite ist ein Schweizer Taschenmesser für URL-Manipulation. Die Dokumentation ist vorbildlich, die Community riesig. Apache mag nicht mehr der schnellste sein, aber er ist wie ein alter Mercedes: solide, verlässlich und läuft ewig."|Content text for de locale
knowledge-term.apache.description@en|"Apache HTTP Server is the dinosaur among web servers - and that's meant positively. Since 1995, it has been running reliably on millions of servers worldwide. Born from NCSA HTTPd (""a patchy server""), Apache became the foundation of the modern web. With its modular architecture and legendary .htaccess configuration, it shaped generations of web developers. While modern servers like Nginx are faster for static content, Apache remains the first choice for dynamic PHP applications. mod_rewrite is a Swiss Army knife for URL manipulation. The documentation is exemplary, the community huge. Apache may no longer be the fastest, but it's like an old Mercedes: solid, reliable, and runs forever."|Content text for en locale
knowledge-term.apache.enterprise@de|Immer noch verwendet von Wikipedia, WordPress.com, Adobe, PayPal, eBay und zahllosen Shared-Hosting-Providern weltweit. Über 30% aller Webseiten laufen auf Apache - nicht schlecht für einen 30-jährigen Server.|Content text for de locale
knowledge-term.apache.enterprise@en|Still used by Wikipedia, WordPress.com, Adobe, PayPal, eBay, and countless shared hosting providers worldwide. Over 30% of all websites run on Apache - not bad for a 30-year-old server.|Content text for en locale
knowledge-term.apache.compare.title@de|Bewertung|Content text for de locale
knowledge-term.apache.compare.title@en|Assessment|Content text for en locale
knowledge-term.apache.compare.subtitle@de|Ehrliche Einschätzung der Technologie|Content text for de locale
knowledge-term.apache.compare.subtitle@en|Honest assessment of the technology|Content text for en locale
knowledge-term.apache.cons.title@de|Nachteile|Content text for de locale
knowledge-term.apache.cons.title@en|Disadvantages|Content text for en locale
knowledge-term.apache.cons.1@de|Höherer Speicherverbrauch als Nginx|Content text for de locale
knowledge-term.apache.cons.1@en|Higher memory usage than Nginx|Content text for en locale
knowledge-term.apache.cons.2@de|Langsamer bei statischen Dateien|Content text for de locale
knowledge-term.apache.cons.2@en|Slower for static files|Content text for en locale
knowledge-term.apache.cons.3@de|Komplexe Konfiguration bei großen Setups|Content text for de locale
knowledge-term.apache.cons.3@en|Complex configuration for large setups|Content text for en locale
knowledge-term.apache.cons.4@de|Thread-basiert statt Event-driven|Content text for de locale
knowledge-term.apache.cons.4@en|Thread-based instead of event-driven|Content text for en locale
knowledge-term.apache.cons.5@de|.htaccess Performance-Overhead|Content text for de locale
knowledge-term.apache.cons.5@en|.htaccess performance overhead|Content text for en locale
knowledge-term.apache.pros.title@de|Vorteile|Content text for de locale
knowledge-term.apache.pros.title@en|Advantages|Content text for en locale
knowledge-term.apache.pros.1@de|Bewährt seit 30 Jahren|Content text for de locale
knowledge-term.apache.pros.1@en|Proven for 30 years|Content text for en locale
knowledge-term.apache.pros.2@de|Perfekte PHP-Integration|Content text for de locale
knowledge-term.apache.pros.2@en|Perfect PHP integration|Content text for en locale
knowledge-term.apache.pros.3@de|mod_rewrite ist mächtig|Content text for de locale
knowledge-term.apache.pros.3@en|mod_rewrite is powerful|Content text for en locale
knowledge-term.apache.pros.4@de|Riesige Community und Dokumentation|Content text for de locale
knowledge-term.apache.pros.4@en|Huge community and documentation|Content text for en locale
knowledge-term.apache.pros.5@de|Läuft überall, extrem stabil|Content text for de locale
knowledge-term.apache.pros.5@en|Runs everywhere, extremely stable|Content text for en locale
knowledge-term.apache.syntax.label@de|Konfiguration|Content text for de locale
knowledge-term.apache.syntax.label@en|Configuration|Content text for en locale
knowledge-term.apache.syntax.value@de|httpd.conf und .htaccess|Content text for de locale
knowledge-term.apache.syntax.value@en|httpd.conf and .htaccess|Content text for en locale
knowledge-term.apache.security.label@de|Sicherheit|Content text for de locale
knowledge-term.apache.security.label@en|Security|Content text for en locale
knowledge-term.apache.security.value@de|Sehr sicher mit mod_security|Content text for de locale
knowledge-term.apache.security.value@en|Very secure with mod_security|Content text for en locale
knowledge-term.apache.performance.label@de|Performance|Content text for de locale
knowledge-term.apache.performance.label@en|Performance|Content text for en locale
knowledge-term.apache.performance.value@de|Solide, aber nicht der schnellste|Content text for de locale
knowledge-term.apache.performance.value@en|Solid, but not the fastest|Content text for en locale
knowledge-term.apache@de|Apache HTTP Server|Index display name
knowledge-term.apache@en|Apache HTTP Server|Index display name
key|value|comment
knowledge-term.aeo.title@de|AEO|Content text for de locale
knowledge-term.aeo.title@en|AEO|Content text for en locale
knowledge-term.aeo.category.label@de|Kategorie|Content text for de locale
knowledge-term.aeo.category.label@en|Category|Content text for en locale
knowledge-term.aeo.category.value@de|Optimierungsstrategie|Content text for de locale
knowledge-term.aeo.category.value@en|Optimization Strategy|Content text for en locale
knowledge-term.aeo.stable.label@de|Status|Content text for de locale
knowledge-term.aeo.stable.label@en|Status|Content text for en locale
knowledge-term.aeo.stable.value@de|Wachsend|Content text for de locale
knowledge-term.aeo.stable.value@en|Growing|Content text for en locale
knowledge-term.aeo.creator.label@de|Entstanden|Content text for de locale
knowledge-term.aeo.creator.label@en|Emerged|Content text for en locale
knowledge-term.aeo.creator.value@de|2020 (Featured Snippets)|Content text for de locale
knowledge-term.aeo.creator.value@en|2020 (Featured Snippets)|Content text for en locale
knowledge-term.aeo.project.label@de|Teil von|Content text for de locale
knowledge-term.aeo.project.label@en|Part of|Content text for en locale
knowledge-term.aeo.project.value@de|"<a href=""{{ 'knowledge.ai-visibility'|route(lang='auto') }}"" class=""link"">AI Visibility</a>"
knowledge-term.aeo.project.value@en|"<a href=""{{ 'knowledge.ai-visibility'|route(lang='auto') }}"" class=""link"">AI Visibility</a>"
knowledge-term.aeo.description@de|"AEO fokussiert darauf, Inhalte so zu strukturieren, dass sie von KI-Systemen als direkte Antworten ausgewählt werden. Besonders wichtig für Featured Snippets, Sprachsuchen und Google AI Overviews. Die Strategie: Frage-basierte Struktur (""Was ist...?"", ""Wie funktioniert...?""), FAQ- und How-To-Schema-Markup, kurze klare Absätze und Listenformate. Stand Q3 2025: 84% der Google-Suchen zeigen bereits KI-Overviews, Featured Snippets machen 35% der Klicks aus. AEO ist der erste Schritt weg vom traditionellen SEO."|Content text for de locale
knowledge-term.aeo.description@en|"AEO focuses on structuring content to be selected by AI systems as direct answers. Especially important for featured snippets, voice searches, and Google AI Overviews. The strategy: Question-based structure (""What is...?"", ""How does...?""), FAQ and How-To schema markup, short clear paragraphs and list formats. As of Q3 2025: 84% of Google searches already show AI overviews, featured snippets account for 35% of clicks. AEO is the first step away from traditional SEO."|Content text for en locale
knowledge-term.aeo.enterprise@de|Die praktische Umsetzung erfordert radikales Umdenken: Weg von Keyword-Density, hin zu präzisen Antworten. Jeder Absatz muss eine spezifische Frage beantworten. Strukturierte Daten werden Pflicht, nicht Option. Unternehmen müssen ihre gesamte Content-Architektur überarbeiten. Der Aufwand ist enorm, aber die Alternative ist digitale Irrelevanz. AEO ist nur der Einstieg - die wahre Schlacht findet in KI-Chats statt, wo Nutzer gar keine Suchergebnisseiten mehr sehen.|Content text for de locale
knowledge-term.aeo.enterprise@en|Practical implementation requires radical rethinking: Away from keyword density, towards precise answers. Every paragraph must answer a specific question. Structured data becomes mandatory, not optional. Companies must overhaul their entire content architecture. The effort is enormous, but the alternative is digital irrelevance. AEO is just the entry point - the real battle happens in AI chats, where users don't even see search result pages anymore.|Content text for en locale
knowledge-term.aeo.syntax.label@de|Techniken|Content text for de locale
knowledge-term.aeo.syntax.label@en|Techniques|Content text for en locale
knowledge-term.aeo.syntax.value@de|FAQ-Schema, How-To-Markup, Q&A-Format|Content text for de locale
knowledge-term.aeo.syntax.value@en|FAQ Schema, How-To Markup, Q&A Format|Content text for en locale
knowledge-term.aeo.security.label@de|Messbarkeit|Content text for de locale
knowledge-term.aeo.security.label@en|Measurability|Content text for en locale
knowledge-term.aeo.security.value@de|Featured Snippet Tracking möglich|Content text for de locale
knowledge-term.aeo.security.value@en|Featured snippet tracking possible|Content text for en locale
knowledge-term.aeo.performance.label@de|Erfolgsrate|Content text for de locale
knowledge-term.aeo.performance.label@en|Success Rate|Content text for en locale
knowledge-term.aeo.performance.value@de|15-30% bei richtiger Implementierung|Content text for de locale
knowledge-term.aeo.performance.value@en|15-30% with proper implementation|Content text for en locale
knowledge-term.aeo.compare.title@de|Bewertung|Content text for de locale
knowledge-term.aeo.compare.title@en|Assessment|Content text for en locale
knowledge-term.aeo.compare.subtitle@de|Praktische Einschätzung der Methode|Content text for de locale
knowledge-term.aeo.compare.subtitle@en|Practical assessment of the method|Content text for en locale
knowledge-term.aeo.cons.title@de|Nachteile|Content text for de locale
knowledge-term.aeo.cons.title@en|Disadvantages|Content text for en locale
knowledge-term.aeo.cons.1@de|Komplette Content-Umstrukturierung nötig|Content text for de locale
knowledge-term.aeo.cons.1@en|Complete content restructuring needed|Content text for en locale
knowledge-term.aeo.cons.2@de|Keine Garantie für Featured Snippets|Content text for de locale
knowledge-term.aeo.cons.2@en|No guarantee for featured snippets|Content text for en locale
knowledge-term.aeo.cons.3@de|Google ändert Kriterien ständig|Content text for de locale
knowledge-term.aeo.cons.3@en|Google constantly changes criteria|Content text for en locale
knowledge-term.aeo.cons.4@de|Sehr technische Implementierung|Content text for de locale
knowledge-term.aeo.cons.4@en|Very technical implementation|Content text for en locale
knowledge-term.aeo.cons.5@de|Hohe initiale Investition|Content text for de locale
knowledge-term.aeo.cons.5@en|High initial investment|Content text for en locale
knowledge-term.aeo.pros.title@de|Vorteile|Content text for de locale
knowledge-term.aeo.pros.title@en|Advantages|Content text for en locale
knowledge-term.aeo.pros.1@de|Position Zero erreichbar|Content text for de locale
knowledge-term.aeo.pros.1@en|Position Zero achievable|Content text for en locale
knowledge-term.aeo.pros.2@de|Perfekt für Sprachsuchen|Content text for de locale
knowledge-term.aeo.pros.2@en|Perfect for voice searches|Content text for en locale
knowledge-term.aeo.pros.3@de|Höhere Click-Through-Rate|Content text for de locale
knowledge-term.aeo.pros.3@en|Higher click-through rate|Content text for en locale
knowledge-term.aeo.pros.4@de|Zukunftssicherer als SEO|Content text for de locale
knowledge-term.aeo.pros.4@en|More future-proof than SEO|Content text for en locale
knowledge-term.aeo.pros.5@de|Messbare Ergebnisse|Content text for de locale
knowledge-term.aeo.pros.5@en|Measurable results|Content text for en locale
knowledge-term.aeo@de|AEO|Index display name
knowledge-term.aeo@en|AEO|Index display name
key|value|comment
knowledge.intro.title@de|Technisches Glossar|Intro title German
knowledge.intro.title@en|Technical Glossary|Intro title English
knowledge.intro.description@de|Auf dieser Seite finden Sie anschauliche Erklärungen zu wichtigen Fachtermini aus meinen Projekten und dieser Webseite.|Intro description German
knowledge.intro.description@en|On this page you'll find clear explanations of important technical terms used in my projects and on this website.|Intro description English
knowledge.page.title@de|Wissen|Page title German
knowledge.page.title@en|Knowledge|Page title English
key|value|comment
portfolio.title@de|Portfolio|German portfolio page title
portfolio.title@en|Portfolio|English portfolio page title
