file_path|line_number|function_name|signature|description|inputs|return_type|status
src/reedcms/taxonomy/hierarchy.rs|544|parse_term_info|fn parse_term_info(record: &MatrixRecord) -> ReedResult<TermInfo>|No description|record: &MatrixRecord|ReedResult<TermInfo>|active
src/reedcms/taxonomy/hierarchy.rs|575|validation_error|fn validation_error(field: &str, value: &str, constraint: &str) -> ReedError|No description|field: &str; value: &str; constraint: &str|ReedError|active
src/reedcms/taxonomy/hierarchy.rs|583|not_found_error|fn not_found_error(resource: &str, id: &str) -> ReedError|No description|resource: &str; id: &str|ReedError|active
src/reedcms/taxonomy/hierarchy_test.rs|10|setup_test_env|fn setup_test_env()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|16|cleanup_test_data|fn cleanup_test_data()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|20|create_test_hierarchy|fn create_test_hierarchy()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|83|test_get_children_direct|fn test_get_children_direct()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|96|test_get_children_recursive|fn test_get_children_recursive()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|107|test_get_children_leaf_node|fn test_get_children_leaf_node()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|117|test_get_children_not_found|fn test_get_children_not_found()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|126|test_get_ancestors|fn test_get_ancestors()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|139|test_get_ancestors_root|fn test_get_ancestors_root()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|149|test_get_ancestors_not_found|fn test_get_ancestors_not_found()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|158|test_get_path|fn test_get_path()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|168|test_get_path_custom_separator|fn test_get_path_custom_separator()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|178|test_get_path_root|fn test_get_path_root()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|188|test_get_depth|fn test_get_depth()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|198|test_has_circular_reference_self|fn test_has_circular_reference_self()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|208|test_has_circular_reference_descendant|fn test_has_circular_reference_descendant()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|224|test_has_circular_reference_valid|fn test_has_circular_reference_valid()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|240|test_get_tree|fn test_get_tree()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|270|test_get_tree_multiple_roots|fn test_get_tree_multiple_roots()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|305|test_get_tree_empty|fn test_get_tree_empty()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|314|test_deep_hierarchy|fn test_deep_hierarchy()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|373|test_performance_get_children_1000_terms|fn test_performance_get_children_1000_terms()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|404|test_performance_get_tree_deep|fn test_performance_get_tree_deep()|No description|None|()|cfg_test
src/reedcms/taxonomy/hierarchy_test.rs|433|test_performance_get_ancestors_depth_10|fn test_performance_get_ancestors_depth_10()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms.rs|61|create_term|pub fn create_term( term: &str, parent_id: Option<String>, category: &str, description: Option<String>, color: Option<String>, icon: Option<String>, created_by: &str, ) -> ReedResult<ReedResponse<TermInfo>>|Creates a new taxonomy term.|term: &str; parent_id: Option<String>; category: &str; description: Option<String>; color: Option<String>; icon: Option<String>; created_by: &str|ReedResult<ReedResponse<TermInfo>>|active
src/reedcms/taxonomy/terms.rs|245|get_term|pub fn get_term(term_id: &str) -> ReedResult<ReedResponse<TermInfo>>|Retrieves a taxonomy term by ID.|term_id: &str|ReedResult<ReedResponse<TermInfo>>|active
src/reedcms/taxonomy/terms.rs|307|list_terms|pub fn list_terms( category: Option<&str>, parent_id: Option<&str>, status: Option<&str>, ) -> ReedResult<ReedResponse<Vec<TermInfo>>>|Lists taxonomy terms with optional filtering.|category: Option<&str>; parent_id: Option<&str>; status: Option<&str>|ReedResult<ReedResponse<Vec<TermInfo>>>|active
src/reedcms/taxonomy/terms.rs|416|search_terms|pub fn search_terms( query: &str, category: Option<&str>, ) -> ReedResult<ReedResponse<Vec<TermInfo>>>|Searches taxonomy terms by text.|query: &str; category: Option<&str>|ReedResult<ReedResponse<Vec<TermInfo>>>|active
src/reedcms/taxonomy/terms.rs|525|update_term|pub fn update_term(term_id: &str, update: TermUpdate) -> ReedResult<ReedResponse<TermInfo>>|Updates a taxonomy term.|term_id: &str; update: TermUpdate|ReedResult<ReedResponse<TermInfo>>|active
src/reedcms/taxonomy/terms.rs|725|delete_term|pub fn delete_term(term_id: &str, force: bool) -> ReedResult<ReedResponse<()>>|Deletes a taxonomy term.|term_id: &str; force: bool|ReedResult<ReedResponse<()>>|active
src/reedcms/taxonomy/terms.rs|855|validate_term_name|fn validate_term_name(term: &str) -> ReedResult<()>|No description|term: &str|ReedResult<()>|active
src/reedcms/taxonomy/terms.rs|874|validate_color|fn validate_color(color: &str) -> ReedResult<()>|No description|color: &str|ReedResult<()>|active
src/reedcms/taxonomy/terms.rs|890|parse_term_info|fn parse_term_info(record: &MatrixRecord) -> ReedResult<TermInfo>|No description|record: &MatrixRecord|ReedResult<TermInfo>|active
src/reedcms/taxonomy/terms.rs|921|validation_error|fn validation_error(field: &str, value: &str, constraint: &str) -> ReedError|No description|field: &str; value: &str; constraint: &str|ReedError|active
src/reedcms/taxonomy/terms.rs|929|not_found_error|fn not_found_error(resource: &str, id: &str) -> ReedError|No description|resource: &str; id: &str|ReedError|active
src/reedcms/taxonomy/terms_test.rs|9|setup_test_env|fn setup_test_env()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|15|cleanup_test_terms|fn cleanup_test_terms()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|20|test_create_term_basic|fn test_create_term_basic()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|42|test_create_term_with_parent|fn test_create_term_with_parent()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|68|test_create_term_invalid_name|fn test_create_term_invalid_name()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|81|test_create_term_invalid_color|fn test_create_term_invalid_color()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|108|test_create_term_duplicate|fn test_create_term_duplicate()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|118|test_create_term_parent_not_exists|fn test_create_term_parent_not_exists()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|134|test_get_term|fn test_get_term()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|156|test_get_term_not_found|fn test_get_term_not_found()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|164|test_list_terms_all|fn test_list_terms_all()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|177|test_list_terms_by_category|fn test_list_terms_by_category()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|190|test_list_terms_by_parent|fn test_list_terms_by_parent()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|221|test_list_terms_root_only|fn test_list_terms_root_only()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|242|test_search_terms|fn test_search_terms()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|276|test_update_term|fn test_update_term()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|298|test_update_term_change_parent|fn test_update_term_change_parent()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|328|test_update_term_remove_parent|fn test_update_term_remove_parent()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|354|test_update_term_circular_parent|fn test_update_term_circular_parent()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|369|test_delete_term|fn test_delete_term()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|382|test_delete_term_with_children_no_force|fn test_delete_term_with_children_no_force()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|402|test_delete_term_with_children_force|fn test_delete_term_with_children_force()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|426|test_performance_create_100_terms|fn test_performance_create_100_terms()|No description|None|()|cfg_test
src/reedcms/taxonomy/terms_test.rs|450|test_performance_search_1000_terms|fn test_performance_search_1000_terms()|No description|None|()|cfg_test
src/reedcms/templates/context.rs|34|build_context|pub fn build_context( layout: &str, language: &str, interaction_mode: &str, ) -> ReedResult<HashMap<String, serde_json::Value>>|Builds template context for rendering.|layout: &str; language: &str; interaction_mode: &str|ReedResult<HashMap<String, serde_json::Value>>|active
src/reedcms/templates/context.rs|73|add_globals|pub fn add_globals(ctx: &mut HashMap<String, serde_json::Value>) -> ReedResult<()>|Adds global variables to context.|ctx: &mut HashMap<String, serde_json::Value>|ReedResult<()>|active
src/reedcms/templates/context.rs|114|add_layout_data|pub fn add_layout_data( ctx: &mut HashMap<String, serde_json::Value>, layout: &str, language: &str, ) -> ReedResult<()>|Adds layout-specific data to context.|ctx: &mut HashMap<String, serde_json::Value>; layout: &str; language: &str|ReedResult<()>|active
src/reedcms/templates/context.rs|144|get_text_value|fn get_text_value(key: &str, language: &str) -> ReedResult<String>|Gets text value from ReedBase.|key: &str; language: &str|ReedResult<String>|active
src/reedcms/templates/context.rs|161|get_meta_value|fn get_meta_value(key: &str) -> ReedResult<String>|Gets meta value from ReedBase.|key: &str|ReedResult<String>|active
src/reedcms/templates/context.rs|181|get_config_value|fn get_config_value(key: &str) -> ReedResult<String>|Gets config value from ReedBase.|key: &str|ReedResult<String>|active
src/reedcms/templates/engine.rs|37|init_template_engine|pub fn init_template_engine( current_lang: String, interaction_mode: String, ) -> ReedResult<Environment<'static>>|Initialises MiniJinja template engine.|current_lang: String; interaction_mode: String|ReedResult<Environment<'static>>|active
src/reedcms/templates/engine.rs|102|template_loader|fn template_loader(name: &str) -> Result<Option<String>, Error>|Template loader function.|name: &str|Result<Option<String>, Error>|active
src/reedcms/templates/functions.rs|25|make_organism_function|pub fn make_organism_function( interaction_mode: String, ) -> impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|Creates organism component path resolver function.|interaction_mode: String|impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|active
src/reedcms/templates/functions.rs|43|make_molecule_function|pub fn make_molecule_function( interaction_mode: String, ) -> impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|Creates molecule component path resolver function.|interaction_mode: String|impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|active
src/reedcms/templates/functions.rs|61|make_atom_function|pub fn make_atom_function( interaction_mode: String, ) -> impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|Creates atom component path resolver function.|interaction_mode: String|impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|active
src/reedcms/templates/functions.rs|82|make_layout_function|pub fn make_layout_function( ) -> impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|Creates layout path resolver function.|None|impl Fn(&str) -> Result<String, minijinja::Error> + Send + Sync + 'static|active
src/reedcms/api/routes.rs|72|configure_api_routes|pub fn configure_api_routes(cfg: &mut web::ServiceConfig)|Configures all API routes under /api/v1 scope with authentication and security.|cfg: &mut web::ServiceConfig|()|active
src/reedcms/api/get_handlers.rs|78|get_text|pub async fn get_text(_req: HttpRequest, query: web::Query<GetQuery>) -> HttpResponse|GET /api/v1/text/get - Retrieve text data from ReedBase.|_req: HttpRequest; query: web::Query<GetQuery>|HttpResponse|active
src/reedcms/api/get_handlers.rs|118|get_route|pub async fn get_route(_req: HttpRequest, query: web::Query<GetQuery>) -> HttpResponse|GET /api/v1/route/get - Retrieve route data from ReedBase.|_req: HttpRequest; query: web::Query<GetQuery>|HttpResponse|active
src/reedcms/api/get_handlers.rs|158|get_meta|pub async fn get_meta(_req: HttpRequest, query: web::Query<GetQuery>) -> HttpResponse|GET /api/v1/meta/get - Retrieve metadata from ReedBase.|_req: HttpRequest; query: web::Query<GetQuery>|HttpResponse|active
src/reedcms/api/get_handlers.rs|197|get_config|pub async fn get_config(_req: HttpRequest, query: web::Query<GetQuery>) -> HttpResponse|GET /api/v1/config/get - Retrieve configuration from ReedBase.|_req: HttpRequest; query: web::Query<GetQuery>|HttpResponse|active
src/reedcms/api/get_handlers.rs|222|fetch_from_reedbase|async fn fetch_from_reedbase(key: &str, language: &Option<String>, environment: &Option<String>, cache_type: &str) -> Result<ApiResponse<String>, ApiError>|Internal helper: Fetch data from ReedBase cache.|key: &str; language: &Option<String>; environment: &Option<String>; cache_type: &str|Result<ApiResponse<String>, ApiError>|active
src/reedcms/api/get_handlers.rs|288|fetch_config_from_reedbase|async fn fetch_config_from_reedbase(key: &str, language: &Option<String>, environment: &Option<String>) -> Result<ApiConfigResponse, ApiError>|Internal helper: Fetch configuration data from ReedBase.|key: &str; language: &Option<String>; environment: &Option<String>|Result<ApiConfigResponse, ApiError>|active
src/reedcms/api/get_handlers.rs|340|extract_suffixes|fn extract_suffixes(key: &str) -> (String, String)|Extracts language and environment suffixes from key.|key: &str|(String, String)|active
src/reedcms/api/set_handlers.rs|98|set_text|pub async fn set_text(_req: HttpRequest, body: web::Json<SetRequest>) -> HttpResponse|POST /api/v1/text/set - Set text data in ReedBase.|_req: HttpRequest; body: web::Json<SetRequest>|HttpResponse|active
src/reedcms/api/set_handlers.rs|148|set_route|pub async fn set_route(_req: HttpRequest, body: web::Json<SetRequest>) -> HttpResponse|POST /api/v1/route/set - Set route data in ReedBase.|_req: HttpRequest; body: web::Json<SetRequest>|HttpResponse|active
src/reedcms/api/set_handlers.rs|198|set_meta|pub async fn set_meta(_req: HttpRequest, body: web::Json<SetRequest>) -> HttpResponse|POST /api/v1/meta/set - Set metadata in ReedBase.|_req: HttpRequest; body: web::Json<SetRequest>|HttpResponse|active
src/reedcms/api/set_handlers.rs|249|set_config|pub async fn set_config(_req: HttpRequest, body: web::Json<SetRequest>) -> HttpResponse|POST /api/v1/config/set - Set configuration in ReedBase.|_req: HttpRequest; body: web::Json<SetRequest>|HttpResponse|active
src/reedcms/api/set_handlers.rs|273|persist_to_reedbase|async fn persist_to_reedbase(body: &SetRequest, cache_type: &str) -> Result<ApiSuccess, ApiError>|Internal helper: Persist data to ReedBase cache and CSV.|body: &SetRequest; cache_type: &str|Result<ApiSuccess, ApiError>|active
src/reedcms/api/set_handlers.rs|298|set_via_csv_direct|async fn set_via_csv_direct(body: &SetRequest, cache_type: &str) -> Result<ApiSuccess, ApiError>|Direct CSV modification fallback when cache not available.|body: &SetRequest; cache_type: &str|Result<ApiSuccess, ApiError>|active
src/reedcms/api/set_handlers.rs|374|capitalize|fn capitalize(s: &str) -> String|Capitalises first letter of string.|s: &str|String|active
src/reedcms/api/batch_handlers.rs|128|batch_get|pub async fn batch_get(_req: HttpRequest, body: web::Json<BatchGetRequest>) -> HttpResponse|POST /api/v1/batch/get - Retrieve multiple keys in one request.|_req: HttpRequest; body: web::Json<BatchGetRequest>|HttpResponse|active
src/reedcms/api/batch_handlers.rs|217|batch_set|pub async fn batch_set(_req: HttpRequest, body: web::Json<BatchSetRequest>) -> HttpResponse|POST /api/v1/batch/set - Set multiple keys in one request.|_req: HttpRequest; body: web::Json<BatchSetRequest>|HttpResponse|active
src/reedcms/api/batch_handlers.rs|271|fetch_single_key|async fn fetch_single_key(key: &str, cache_type: &str, language: &Option<String>, environment: &Option<String>) -> ApiBatchResult<String>|Internal helper: Fetch a single key from ReedBase.|key: &str; cache_type: &str; language: &Option<String>; environment: &Option<String>|ApiBatchResult<String>|active
src/reedcms/api/batch_handlers.rs|331|set_single_key|async fn set_single_key(key: &str, value: &str, description: &Option<String>, cache_type: &str, _language: &Option<String>, _environment: &Option<String>) -> ApiBatchResult<String>|Internal helper: Set a single key in ReedBase.|key: &str; value: &str; description: &Option<String>; cache_type: &str; _language: &Option<String>; _environment: &Option<String>|ApiBatchResult<String>|active
src/reedcms/api/list_handlers.rs|115|list_text|pub async fn list_text(_req: HttpRequest, query: web::Query<ListQuery>) -> HttpResponse|GET /api/v1/list/text - List all text keys.|_req: HttpRequest; query: web::Query<ListQuery>|HttpResponse|active
src/reedcms/api/list_handlers.rs|160|list_routes|pub async fn list_routes(_req: HttpRequest, query: web::Query<ListQuery>) -> HttpResponse|GET /api/v1/list/routes - List all route keys.|_req: HttpRequest; query: web::Query<ListQuery>|HttpResponse|active
src/reedcms/api/list_handlers.rs|203|list_layouts|pub async fn list_layouts(_req: HttpRequest, query: web::Query<ListQuery>) -> HttpResponse|GET /api/v1/list/layouts - List all available layouts.|_req: HttpRequest; query: web::Query<ListQuery>|HttpResponse|active
src/reedcms/api/list_handlers.rs|227|fetch_key_list|async fn fetch_key_list(cache_type: &str, query: &ListQuery) -> Result<ApiResponse<ListResponse>, ApiError>|Internal helper: Fetch list of keys from ReedBase cache.|cache_type: &str; query: &ListQuery|Result<ApiResponse<ListResponse>, ApiError>|active
src/reedcms/api/list_handlers.rs|294|read_keys_from_csv|async fn read_keys_from_csv(csv_path: &str) -> Result<Vec<String>, String>|Reads all keys from a CSV file using csv::read_csv.|csv_path: &str|Result<Vec<String>, String>|active
src/reedcms/api/list_handlers.rs|317|apply_filters|fn apply_filters(keys: &[String], query: &ListQuery) -> Vec<String>|Applies filters to key list (prefix, suffix, contains, limit, offset).|keys: &[String]; query: &ListQuery|Vec<String>|active
src/reedcms/api/list_handlers.rs|358|fetch_layout_list|async fn fetch_layout_list(query: &ListQuery) -> Result<ApiResponse<ListResponse>, ApiError>|Internal helper: Fetch list of available layouts.|query: &ListQuery|Result<ApiResponse<ListResponse>, ApiError>|active
src/reedcms/api/responses.rs|69|ApiResponse::new|pub fn new(data: T) -> Self|Creates a new successful API response.|data: T|Self|active
src/reedcms/api/responses.rs|99|ApiResponse::with_metadata|pub fn with_metadata(data: T, key: String, language: String, environment: String) -> Self|Creates API response with full metadata.|data: T; key: String; language: String; environment: String|Self|active
src/reedcms/api/responses.rs|139|ApiSuccess::new|pub fn new(message: String) -> Self|Creates a new success response.|message: String|Self|active
src/reedcms/api/responses.rs|163|ApiSuccess::with_key|pub fn with_key(message: String, key: String) -> Self|Creates success response with key metadata.|message: String; key: String|Self|active
src/reedcms/api/responses.rs|205|ApiError::new|pub fn new(error: String, message: String) -> Self|Creates a new error response.|error: String; message: String|Self|active
src/reedcms/api/responses.rs|232|ApiError::with_key|pub fn with_key(error: String, message: String, key: String) -> Self|Creates error response with key metadata.|error: String; message: String; key: String|Self|active
src/reedcms/api/responses.rs|277|ApiConfigResponse::new|pub fn new(key: String, value: String) -> Self|Creates a new configuration response.|key: String; value: String|Self|active
src/reedcms/api/responses.rs|304|ApiConfigResponse::with_description|pub fn with_description(key: String, value: String, description: String) -> Self|Creates configuration response with description.|key: String; value: String; description: String|Self|active
src/reedcms/api/responses.rs|367|ApiBatchResponse::new|pub fn new(results: Vec<ApiBatchResult<T>>) -> Self|Creates a new batch response from individual results.|results: Vec<ApiBatchResult<T>>|Self|active
src/reedcms/api/responses.rs|392|ApiBatchResult::success|pub fn success(key: String, data: T) -> Self|Creates a successful batch result.|key: String; data: T|Self|active
src/reedcms/api/responses.rs|409|ApiBatchResult::failure|pub fn failure(key: String, error: String) -> Self|Creates a failed batch result.|key: String; error: String|Self|active
src/reedcms/api/security/matrix.rs|62|SecurityMatrix::load|pub fn load() -> ReedResult<Self>|Loads security matrix from .reed/api.security.csv with default fallback.|None|ReedResult<Self>|active
src/reedcms/api/security/matrix.rs|136|SecurityMatrix::check_access|pub fn check_access(&self, resource: &str, operation: &str, user: &AuthenticatedUser) -> ReedResult<()>|Checks if user has access to resource operation (role & permission).|&self; resource: &str; operation: &str; user: &AuthenticatedUser|ReedResult<()>|active
src/reedcms/api/security/matrix.rs|193|SecurityMatrix::get_rate_limit|pub fn get_rate_limit(&self, resource: &str, operation: &str) -> Option<RateLimit>|Gets rate limit for resource operation.|&self; resource: &str; operation: &str|Option<RateLimit>|active
src/reedcms/api/security/matrix.rs|246|RateLimit::parse|pub fn parse(s: &str) -> ReedResult<Self>|Parses rate limit string (e.g. "100/min", "50/hour", "1000/day").|s: &str|ReedResult<Self>|active
src/reedcms/api/security/matrix.rs|297|RateLimitPeriod::duration|pub fn duration(&self) -> u64|Returns duration in seconds (Minute=60, Hour=3600, Day=86400).|&self|u64|active
src/reedcms/api/security/middleware.rs|74|SecurityMiddleware::new|pub fn new() -> Self|Creates new security middleware by loading security matrix.|None|Self|active
src/reedcms/api/security/middleware.rs|175|create_access_denied_error|fn create_access_denied_error() -> Error|Creates 403 Forbidden error for access denied.|None|Error|active
src/reedcms/api/security/middleware.rs|199|create_rate_limit_error|fn create_rate_limit_error() -> Error|Creates 429 Too Many Requests error for rate limit exceeded.|None|Error|active
src/reedcms/api/security/middleware.rs|223|parse_resource_operation|fn parse_resource_operation(path: &str, method: &str) -> Option<(String, String)>|Parses resource and operation from API request path and HTTP method.|path: &str; method: &str|Option<(String, String)>|active
src/reedcms/api/security/rate_limit.rs|55|check_rate_limit|pub fn check_rate_limit(user_id: &str, operation: &str, limit: &RateLimit) -> ReedResult<()>|Checks rate limit for user and operation using sliding window algorithm.|user_id: &str; operation: &str; limit: &RateLimit|ReedResult<()>|active
src/reedcms/api/security/rate_limit.rs|124|cleanup_rate_limits|pub fn cleanup_rate_limits()|Removes expired rate limit entries from in-memory store.|None|()|active
src/reedcms/api/security/rate_limit.rs|150|start_cleanup_thread|pub fn start_cleanup_thread()|Starts background thread that cleans up rate limits every 5 minutes.|None|()|active
src/reedcms/api/security/rate_limit.rs|175|get_request_count|pub fn get_request_count(user_id: &str, operation: &str) -> usize|Gets current request count for user and operation (for debugging).|user_id: &str; operation: &str|usize|active
src/reedcms/api/security/rate_limit.rs|198|clear_rate_limit|pub fn clear_rate_limit(user_id: &str, operation: &str)|Clears rate limit for user and operation (for testing/admin).|user_id: &str; operation: &str|()|active
src/reedcms/api/security/api_keys.rs|71|ApiKeyManager::generate_key|pub fn generate_key(user_id: &str, expires_days: u32, description: &str) -> ReedResult<String>|Generates new API key for user with expiration (returns unhashed key ONCE).|user_id: &str; expires_days: u32; description: &str|ReedResult<String>|active
src/reedcms/api/security/api_keys.rs|128|ApiKeyManager::verify_key|pub fn verify_key(key: &str) -> ReedResult<String>|Verifies API key and returns user ID if valid and not expired.|key: &str|ReedResult<String>|active
src/reedcms/api/security/api_keys.rs|205|ApiKeyManager::revoke_key|pub fn revoke_key(key: &str) -> ReedResult<()>|Revokes API key by removing it from .reed/api.keys.csv.|key: &str|ReedResult<()>|active
src/reedcms/api/security/api_keys.rs|247|ApiKeyManager::list_keys|pub fn list_keys(user_id: &str) -> ReedResult<Vec<ApiKeyInfo>>|Lists all API keys for a user.|user_id: &str|ReedResult<Vec<ApiKeyInfo>>|active
src/reedcms/api/security/api_keys.rs|292|generate_random_key|pub fn generate_random_key() -> String|Generates random API key with reed_ prefix (37 chars total).|None|String|active
src/reedcms/api/security/api_keys.rs|318|hash_api_key|pub fn hash_api_key(key: &str) -> String|Hashes API key with SHA-256 for secure storage.|key: &str|String|active
src/reedcms/assets/css/session_hash.rs|37|generate_session_hash|pub fn generate_session_hash() -> ReedResult<String>|Generates MD5 session hash over all CSS/JS files for cache-busting.|None|ReedResult<String>|active
src/reedcms/assets/css/session_hash.rs|78|discover_css_files|pub fn discover_css_files<P: AsRef<Path>>(base_path: P) -> ReedResult<Vec<PathBuf>>|Discovers all CSS files in templates directory recursively.|base_path: P|ReedResult<Vec<PathBuf>>|active
src/reedcms/assets/css/session_hash.rs|98|discover_js_files|pub fn discover_js_files<P: AsRef<Path>>(base_path: P) -> ReedResult<Vec<PathBuf>>|Discovers all JS files in templates directory recursively.|base_path: P|ReedResult<Vec<PathBuf>>|active
src/reedcms/assets/css/session_hash.rs|203|store_session_hash|pub fn store_session_hash(hash: &str) -> ReedResult<()>|Stores session hash in .reed/project.csv.|hash: &str|ReedResult<()>|active
src/reedcms/assets/css/session_hash.rs|251|get_session_hash|pub fn get_session_hash() -> ReedResult<String>|Retrieves session hash from .reed/project.csv.|None|ReedResult<String>|active
src/reedcms/assets/css/session_hash.rs|288|generate_and_store_session_hash|pub fn generate_and_store_session_hash() -> ReedResult<String>|Generates and stores session hash in one operation.|None|ReedResult<String>|active
src/reedcms/assets/css/discovery.rs|53|discover_layout_assets|pub fn discover_layout_assets(layout: &str, variant: &str) -> ReedResult<LayoutAssets>|Discovers all assets required for a layout by parsing Jinja templates.|layout: &str; variant: &str|ReedResult<LayoutAssets>|active
src/reedcms/assets/css/discovery.rs|202|extract_organisms|pub fn extract_organisms(template_content: &str) -> ReedResult<Vec<String>>|Extracts organism names from Jinja template content.|template_content: &str|ReedResult<Vec<String>>|active
src/reedcms/assets/css/discovery.rs|217|extract_molecules|pub fn extract_molecules(template_content: &str) -> ReedResult<Vec<String>>|Extracts molecule names from Jinja template content.|template_content: &str|ReedResult<Vec<String>>|active
src/reedcms/assets/css/discovery.rs|232|extract_atoms|pub fn extract_atoms(template_content: &str) -> ReedResult<Vec<String>>|Extracts atom names from Jinja template content.|template_content: &str|ReedResult<Vec<String>>|active
src/reedcms/assets/css/discovery.rs|285|discover_layouts|pub fn discover_layouts() -> ReedResult<Vec<String>>|Discovers all layouts from templates/layouts/ directory.|None|ReedResult<Vec<String>>|active
src/reedcms/assets/css/minifier.rs|43|minify_css|pub fn minify_css(css: &str) -> ReedResult<String>|Minifies CSS content with 60-70% size reduction.|css: &str|ReedResult<String>|active
src/reedcms/assets/css/minifier.rs|233|calculate_reduction|pub fn calculate_reduction(original_size: usize, minified_size: usize) -> u32|Calculates size reduction percentage.|original_size: usize; minified_size: usize|u32|active
src/reedcms/assets/css/source_map.rs|34|SourceMap::new|pub fn new() -> Self|Creates new source map.|None|Self|active
src/reedcms/assets/css/source_map.rs|51|SourceMap::add_source|pub fn add_source(&mut self, path: &str, content: &str)|Adds source file to source map.|path: &str; content: &str|()|active
src/reedcms/assets/css/source_map.rs|78|SourceMap::generate|pub fn generate(&self) -> ReedResult<String>|Generates source map JSON following v3 specification.|None|ReedResult<String>|active
src/reedcms/assets/css/source_map.rs|110|SourceMap::append_comment|pub fn append_comment(css: &str, source_map_path: &str) -> String|Appends source map comment to CSS.|css: &str; source_map_path: &str|String|active
src/reedcms/assets/css/writer.rs|35|write_css_file|pub fn write_css_file(path: &str, content: &str) -> ReedResult<()>|Writes CSS file to disk with directory creation.|path: &str; content: &str|ReedResult<()>|active
src/reedcms/assets/css/writer.rs|69|write_source_map|pub fn write_source_map(path: &str, content: &str) -> ReedResult<()>|Writes source map file to disk.|path: &str; content: &str|ReedResult<()>|active
src/reedcms/assets/css/writer.rs|93|clean_old_bundles|pub fn clean_old_bundles(output_dir: &str, current_hash: &str) -> ReedResult<usize>|Cleans old bundles with different session hash.|output_dir: &str; current_hash: &str|ReedResult<usize>|active
src/reedcms/assets/css/writer.rs|176|ensure_output_dir|pub fn ensure_output_dir(dir_path: &str) -> ReedResult<()>|Ensures output directory exists.|dir_path: &str|ReedResult<()>|active
